ID,funded_amnt,term_60mon, int_rate_pct ,installment,emp_years,own_home,annual_inc,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal, revol_util_pct ,total_acc,mths_since_last_major_derog,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
33886,10000,0, 0.0532 ,301.15,10,0,85000,16.87,0, 22 ,1,0,10,0,29207, 0.6480 ,24,0,0,0,143637,1,3,1,4,9,24238,75,1,3,22375,69,45100,2,2,3,7,15960,7933,78,0,0,138,211,5,5,3,5,0,5,0,0,3,4,5,10,8,6,13,4,10,0,0,0,2,1,0.5,0,0,176706,53445,36100,32400
29920,3600,0, 0.0749 ,111.97,4,0,55000,11.06,1, 21 ,0,15,5,0,5505, 0.2770 ,7,0,0,130,18985,0,1,0,0,37,13480,54,1,1,3824,42,19900,0,2,2,1,3797,10595,34.2,0,0,91,201,9,9,0,9,0,5,15,0,2,2,2,2,2,4,5,2,5,0,0,0,1,0.857,0,0,0,45105,18985,16100,25205
40464,6000,0, 0.0749 ,186.61,0,0,40000,14.29,1, 15 ,0,18,4,0,823, 0.2650 ,22,18,0,0,2145,0,1,0,0,31,1322,25,0,0,532,25,3100,0,0,1,0,536,2277,26.5,0,0,31,121,36,31,0,48,18,8,18,0,2,2,3,13,1,3,21,2,4,0,0,1,0,0.909,0,0,0,8500,2145,3100,5400
8254,15000,0, 0.1399 ,512.6,0,0,110000,15.66,0, 30 ,2,45,14,1,25113, 0.7590 ,45,45,0,0,168288,2,3,1,2,5,47957,83,1,3,8028,81,33100,5,2,6,5,12021,2825,81.4,0,0,190,300,2,2,3,20,45,2,45,0,3,5,4,8,23,10,19,6,14,0,0,0,2,0.925,0.5,0,1,204623,73070,15200,57523
47756,16000,1, 0.1148 ,351.73,8,0,130000,10.53,0, 12 ,1,40,15,0,8481, 0.3050 ,19,50,0,0,373983,1,2,1,1,2,26775,74,2,6,1790,55,27800,2,1,2,9,24932,8965,33.6,0,0,75,90,11,2,1,23,45,4,40,1,5,9,5,7,3,11,14,10,15,0,0,0,4,0.889,0.2,0,0,408718,36452,13500,36366
75496,15000,1, 0.1577 ,362.95,3,0,79950,24.05,0, 18 ,0,57,16,0,4644, 0.4180 ,50,0,0,0,63728,3,8,1,3,8,59084,62,3,5,1771,59,11100,2,3,2,8,3983,5149,45.8,0,0,162,161,1,1,0,1,0,4,0,0,4,5,5,17,23,8,27,5,16,0,0,0,4,0.977,0.8,0,0,104339,63728,9500,93239
35068,8650,0, 0.1797 ,312.59,3,0,60000,17.66,0, 13 ,2,46,12,0,4018, 0.1490 ,21,0,0,0,40840,2,3,2,4,2,36822,88,0,5,2253,59,27000,3,4,2,9,3403,12912,20.8,0,0,93,102,16,2,0,30,46,0,46,0,3,4,5,7,6,9,15,4,12,0,0,0,2,0.857,0.4,0,0,68720,40840,16300,41720
81640,14000,1, 0.1948 ,366.88,2,0,40280,24.88,0, 13 ,1,57,7,0,5959, 0.6620 ,14,74,0,0,30001,1,2,1,2,10,24042,88,2,4,5385,83,9000,0,0,2,6,4286,2596,69.1,0,0,100,98,6,6,0,11,74,6,74,3,3,4,4,7,6,5,8,4,7,0,0,0,3,0.714,0.5,0,0,36272,30001,8400,27272
41614,19800,1, 0.1659 ,487.73,4,1,115000,8.22,0, 21 ,1,0,10,0,10479, 0.5100 ,13,61,0,0,19158,1,1,0,1,14,8679,83,3,3,3878,51,20750,0,2,3,4,1915,2442,64,0,0,106,201,1,1,0,10,0,0,0,0,6,9,6,6,4,9,9,8,10,,0,0,3,1,0.333,0,0,31150,19158,14650,10400
23762,25000,1, 0.1899 ,648.38,10,0,80000,13.62,0, 28 ,1,77,15,0,25047, 0.5740 ,37,77,0,0,87349,1,3,1,2,6,38307,98,1,3,6050,77,43600,1,0,1,5,7279,13842,50.2,0,0,121,280,12,6,2,24,0,6,0,1,3,5,4,11,8,11,27,5,15,0,0,0,2,0.919,0,0,0,146457,63354,27800,38957
40836,6000,0, 0.1148 ,197.8,10,0,53000,15.92,0, 32 ,0,36,12,0,598, 0.0360 ,25,36,0,0,17343,3,3,2,2,3,16745,57,3,4,268,38,16700,0,7,0,6,1577,4232,6,0,0,124,332,1,1,3,10,0,0,0,0,1,2,1,5,8,9,14,2,12,0,0,0,5,0.92,0,0,0,45917,17343,4500,29217
90088,35000,0, 0.1344 ,1186.72,0,0,175000,18.36,2, 38 ,2,5,9,0,104635, 0.5180 ,21,0,0,1173,115934,0,2,0,1,20,11299,37,1,2,42732,47,260300,0,0,4,3,12882,152367,54.2,0,342,61,407,7,7,1,7,5,0,5,0,4,5,5,14,5,7,15,6,8,0,0,0,1,0.905,0.333,0,0,290696,115934,256700,30396
71478,20000,1, 0.1577 ,483.93,10,0,72000,6.17,1, 17 ,0,13,14,0,10133, 0.5760 ,27,0,0,0,326539,1,4,0,0,54,16890,115,0,1,3583,84,17600,4,0,2,3,23324,3149,73.5,0,0,76,144,20,5,3,33,0,6,13,0,4,6,4,4,10,9,13,6,14,0,0,0,1,0.963,0.25,0,0,331780,27023,11900,14750
66800,16000,0, 0.1078 ,522.16,4,0,90000,15.36,0, 22 ,2,37,19,2,12000, 0.5450 ,37,37,0,79,223667,4,3,1,5,5,20663,81,3,8,1907,69,22000,1,1,6,15,13979,1873,61.8,0,0,101,210,1,1,3,3,37,1,37,1,2,9,2,7,10,15,24,9,19,0,0,0,5,0.973,0.5,1,1,239752,32663,4900,25511
11246,10000,0, 0.1288 ,336.37,0,0,39400,32.44,0, 16 ,0,0,7,0,6070, 0.6130 ,11,0,0,0,61622,0,2,0,1,19,55552,87,0,0,4861,84,9900,1,0,0,1,8803,299,94.6,0,0,93,133,35,19,0,68,0,19,0,0,2,3,2,3,5,5,6,4,7,0,0,0,0,1,0.5,0,0,73441,61622,5500,63541
91796,6000,0, 0.0749 ,186.61,2,0,31000,4.76,0, 24 ,0,0,4,0,5504, 0.2500 ,9,0,0,0,5504,0,0,0,0,84,0,,1,1,4457,25,22000,0,0,0,1,1376,15496,26.2,0,0,126,229,8,8,0,8,0,0,0,0,2,2,3,5,2,4,7,2,4,0,0,0,1,1,0,0,0,22000,5504,21000,0
9180,16000,0, 0.0699 ,493.97,10,0,150000,12.18,1, 36 ,4,34,11,0,13766, 0.7200 ,41,68,0,0,309439,3,5,2,3,1,60146,80,2,2,5029,72,19100,0,0,3,6,28130,5033,91,0,0,137,379,10,1,5,51,48,0,34,1,3,5,2,7,14,5,22,3,11,,0,1,5,0.8,1,0,0,330623,73912,15100,75314
14706,15600,0, 0.1078 ,509.11,6,0,120000,7.4,0, 27 ,0,67,9,1,2692, 0.6570 ,23,67,0,5968,207726,0,2,1,1,11,36193,110,2,2,1169,105,4100,0,0,1,5,23081,1123,66,0,0,124,273,8,8,2,10,67,10,67,6,4,5,4,9,3,5,15,5,9,0,0,0,5,0.652,0.5,0,1,208469,39030,3300,32886
37086,5000,0, 0.1078 ,163.18,2,0,30000,22.24,0, 19 ,0,0,6,0,10056, 0.9060 ,9,0,0,0,13618,0,1,1,2,9,3562,71,1,2,3958,85,11100,1,0,1,4,2270,722,92.7,0,0,99,172,9,9,0,9,0,9,0,0,4,5,4,4,4,5,5,5,6,0,0,0,2,1,0.75,0,0,16099,13618,9900,4999
6084,7000,0, 0.1078 ,228.45,10,0,38000,26.06,0, 20 ,0,30,7,0,2989, 0.4210 ,22,30,0,0,32998,1,2,1,4,1,30009,84,1,7,1171,77,7100,1,2,0,11,4714,170,90,0,0,178,190,11,1,0,17,60,14,60,1,2,4,2,6,9,5,13,5,7,0,0,0,2,1,1,0,0,42752,32998,1700,35652
65284,24000,0, 0.0749 ,746.44,1,0,80000,9.24,0, 17 ,1,0,12,0,10849, 0.2610 ,25,0,0,0,29406,1,2,0,0,37,18557,55,2,4,3830,39,41600,0,4,1,4,2451,16070,19.2,0,0,139,155,3,3,1,3,0,3,0,0,1,2,5,8,9,10,15,2,12,0,0,0,2,1,0.2,0,0,75229,29406,19900,33629
59918,32475,1, 0.1899 ,842.25,10,0,65000,43.98,0, 18 ,0,0,9,0,12781, 0.3450 ,34,0,0,0,228804,0,3,1,2,12,81086,61,0,1,5993,50,37100,2,0,3,3,25423,16797,40.4,0,0,165,147,16,12,4,16,0,12,0,0,3,4,3,14,9,5,21,4,9,0,0,0,1,1,0.333,0,0,296559,93867,28200,107459
48148,2200,0, 0.0980 ,70.79,7,0,40000,15.06,0, 19 ,1,0,12,0,6923, 0.1750 ,17,0,0,643,11936,3,2,1,2,6,5013,72,2,4,1614,26,39500,2,0,2,6,995,19938,22.7,0,0,75,177,1,1,0,1,0,3,0,0,6,9,6,9,4,10,13,9,12,0,0,0,3,1,0.167,0,0,46500,11936,25800,7000
93844,16000,0, 0.0917 ,510.07,3,0,70000,8.71,0, 17 ,2,59,13,0,12295, 0.2960 ,48,59,0,380,96496,2,2,2,3,4,84201,50,3,5,3663,33,41600,2,2,6,8,7423,14130,43.5,0,0,148,106,6,4,0,6,0,2,0,1,6,8,7,10,32,11,15,8,13,0,0,0,5,1,0.429,0,0,128490,96496,25000,86890
79478,15000,1, 0.0980 ,317.24,8,0,100350,8.6,0, 23 ,0,0,8,0,11115, 0.5760 ,16,0,0,0,218519,2,3,1,1,5,16422,63,0,2,5772,61,19300,1,0,5,4,27315,8185,57.6,0,0,218,109,13,5,3,13,0,5,0,0,3,3,4,5,8,4,5,3,8,0,0,0,2,1,0.5,0,0,237326,27537,19300,26026
68246,16000,0, 0.1199 ,531.36,10,0,97000,24.35,0, 16 ,0,0,17,0,22612, 0.6750 ,29,0,0,0,167492,1,5,4,4,2,51575,81,1,5,4784,76,33500,3,5,6,9,9852,1834,89,0,0,127,125,9,2,2,9,0,7,0,0,5,9,5,7,13,11,14,9,17,0,0,0,5,1,0.8,0,0,206344,74187,16600,63594
49576,20800,1, 0.1344 ,477.97,9,0,50000,35.57,0, 29 ,0,0,9,0,39096, 0.6750 ,13,0,0,0,68293,3,1,1,2,5,29197,95,2,3,10294,77,57900,0,0,1,5,8537,18442,67.8,0,0,49,295,2,2,0,4,0,12,0,0,6,7,6,7,3,8,10,7,9,0,0,0,3,1,0.5,0,0,88650,68293,57300,30750
53980,17000,1, 0.2050 ,455.14,2,0,50000,34.69,0, 16 ,1,71,9,0,8154, 0.6560 ,19,0,0,0,66007,2,3,2,6,1,57853,88,0,4,5135,85,12600,0,5,2,10,7334,4041,60.9,0,0,135,35,13,1,0,13,0,1,0,0,5,6,5,5,12,6,7,6,9,0,0,0,2,0.889,0,0,0,78026,66007,10100,65426
1586,24000,0, 0.0791 ,751.08,4,0,95000,13.11,0, 31 ,0,57,10,0,27017, 0.6650 ,24,57,0,36587,249539,0,2,0,1,13,69902,90,1,4,4223,73,40600,0,0,1,5,24954,12492,44,0,0,154,316,12,12,2,12,57,12,57,2,5,6,5,11,5,7,17,6,10,0,0,0,1,0.957,0.4,0,0,306762,96919,22300,97162
40560,23000,1, 0.1727 ,574.96,8,0,50000,31.66,2, 16 ,1,4,17,0,12935, 0.3480 ,40,0,0,0,80477,0,8,0,2,16,67542,89,0,5,2430,71,37200,1,0,1,7,4734,14560,26.5,0,0,136,143,17,16,1,17,6,6,6,0,4,7,5,9,23,9,16,7,17,0,0,0,0,0.943,0.4,0,0,112802,80477,19800,75602
64336,17000,0, 0.1399 ,580.94,9,0,80000,18.2,0, 20 ,2,73,18,2,13754, 0.4790 ,52,73,0,0,38812,3,2,3,4,4,25058,89,6,7,2983,68,28700,4,4,11,11,2283,4497,73.5,0,0,149,181,3,3,1,10,73,4,73,1,6,9,7,16,19,16,32,9,18,0,0,0,9,0.977,0.667,2,0,56735,38812,17000,28035
87672,9500,0, 0.1659 ,336.77,0,0,21600,35.53,0, 35 ,0,72,9,0,17173, 0.7430 ,18,72,0,0,18593,0,1,0,1,15,1420,64,0,2,3545,73,23100,2,0,0,3,2066,3637,76.1,1,0,15,360,14,14,0,14,72,15,72,2,6,8,6,11,1,8,17,8,9,0,0,0,0,0.889,0.5,0,0,25317,18593,15200,2217
10246,15000,0, 0.0749 ,466.53,2,0,68201,14.99,0, 14 ,0,0,4,0,9442, 0.9350 ,8,0,0,0,37360,0,2,0,1,17,27918,50,0,0,5306,77,10100,0,1,0,1,9340,658,93.5,0,0,104,113,90,17,2,90,0,17,0,0,2,2,2,2,4,2,2,2,4,0,0,0,0,1,1,0,0,52326,37360,10100,42226
984,20000,1, 0.1288 ,453.84,10,0,56868,18.63,0, 29 ,0,29,6,0,16942, 0.9460 ,14,0,0,1527,199201,0,1,0,0,32,10105,53,0,0,8404,73,17900,0,2,0,0,33200,308,98.1,0,0,146,289,101,32,3,114,0,0,29,0,2,3,2,4,5,3,6,3,6,0,0,0,0,0.929,1,0,0,253307,27047,16300,19019
78186,16625,1, 0.2313 ,469.91,10,0,46200,21.58,1, 34 ,0,21,12,1,12546, 0.7290 ,17,21,0,0,29985,1,2,1,1,4,17439,73,0,0,2397,73,17200,3,0,0,1,2499,1052,90,0,0,153,353,27,4,2,27,0,14,0,0,7,8,8,8,5,10,10,8,12,0,0,1,1,0.941,0.875,1,0,41003,29985,10500,23803
23748,13000,0, 0.0849 ,410.32,2,0,89000,10.45,0, 14 ,0,0,6,0,20635, 0.9210 ,9,0,0,0,26791,0,1,0,0,25,6156,51,0,1,6168,78,22400,0,0,0,1,5358,1765,92.1,0,0,25,109,18,18,0,18,0,0,0,0,4,4,4,5,1,5,8,4,6,0,0,0,0,0.889,1,0,0,34400,26791,22400,12000
84686,5000,0, 0.0917 ,159.4,10,0,150000,2.95,0, 31 ,0,38,7,0,10776, 0.5990 ,17,38,0,0,459920,0,0,0,0,115,0,,2,3,3231,60,18000,0,4,3,4,65703,3479,66.2,0,0,147,321,7,7,2,7,0,7,38,2,3,5,3,4,6,6,9,5,7,0,0,0,3,0.882,0.667,0,0,471265,10776,10300,0
4540,12000,0, 0.1659 ,425.39,10,0,52000,23.33,0, 23 ,1,27,11,1,3778, 0.2360 ,22,27,0,496,63619,3,4,4,4,5,59841,95,1,5,1806,81,16000,0,3,3,9,5784,8863,19.4,0,0,146,218,1,1,1,15,0,4,0,2,3,6,3,6,10,7,11,6,11,0,0,0,5,0.944,0,1,0,78943,63619,11000,62943
44384,8000,0, 0.1485 ,276.74,1,1,40000,20.85,0, 19 ,1,0,5,0,6436, 0.7570 ,8,0,0,0,35035,1,1,1,1,7,28599,94,3,3,4659,90,8500,3,0,6,4,7007,828,88.3,0,0,7,170,6,6,0,8,0,6,0,0,3,4,3,4,1,4,7,4,5,0,0,0,4,1,0.667,0,0,39083,35035,7100,30583
14750,30000,1, 0.1344 ,689.37,10,0,130000,19.36,1, 27 ,1,11,9,0,18428, 0.9500 ,14,0,0,0,39024,1,5,1,3,2,20596,39,0,1,10199,95,19439,3,3,1,4,4336,7820,97,0,0,114,269,24,2,0,91,11,2,11,0,2,4,4,5,7,4,7,5,9,,0,0,1,0.86,1,0,0,72635,39726,15639,53196
31802,12000,0, 0.0649 ,367.74,7,0,117000,23.83,0, 21 ,0,0,18,1,12033, 0.2600 ,32,0,0,0,348378,3,2,1,4,6,65095,92,3,8,2277,54,46300,1,4,0,14,19354,12023,15.9,0,0,79,193,4,4,2,4,0,14,0,0,1,3,6,8,8,15,22,3,18,0,0,0,5,1,0,1,0,396459,77128,14300,74659
99292,25000,1, 0.1199 ,555.99,8,0,110000,7.53,0, 19 ,0,41,6,0,25245, 0.7030 ,24,0,0,0,285091,0,0,0,0,91,0,,1,6,16811,70,35900,5,2,5,7,47515,9353,72.8,0,0,119,177,11,11,3,11,0,2,41,0,3,4,4,12,2,5,19,4,6,0,0,0,1,0.917,0.5,0,0,302955,25245,34400,0
19254,10000,1, 0.1485 ,237.12,6,0,45000,19.78,0, 16 ,1,0,17,0,3562, 0.1550 ,32,0,0,339,203512,1,5,1,2,4,85843,98,0,7,1428,81,23000,4,1,3,10,11971,2465,51.7,0,0,141,101,17,4,1,17,0,2,0,0,3,6,5,9,16,11,15,7,17,0,0,0,2,1,0.4,0,0,226287,89405,5100,87523
95150,6000,0, 0.0749 ,186.61,10,0,92000,12.03,1, 18 ,0,23,6,0,15326, 0.7820 ,24,0,0,0,231979,0,1,0,0,25,14995,52,0,1,7619,63,19600,0,1,0,1,38663,821,94.1,0,0,167,102,14,14,5,37,26,0,26,0,2,3,2,4,14,3,5,3,6,0,0,0,0,0.875,1,0,0,291081,30321,14000,28763
35748,3000,0, 0.1399 ,102.52,0,0,16152,18.64,0, 37 ,0,73,10,1,4482, 0.4570 ,26,73,0,0,72267,2,1,0,0,37,5899,48,5,5,1641,47,9800,3,1,3,6,9033,1462,66.8,0,0,145,386,3,3,1,5,73,0,73,1,3,5,3,9,4,8,21,5,9,0,0,0,5,0.944,0.667,1,0,85046,10381,4400,12246
59354,3000,0, 0.1344 ,101.72,0,0,15500,20.68,0, 14 ,1,0,7,0,2905, 0.2880 ,12,0,0,1986,5746,0,1,0,0,28,2841,50,1,2,1313,37,10100,0,1,2,2,821,5129,35.9,0,0,119,38,8,8,0,8,0,2,0,0,2,3,3,3,6,6,6,4,7,0,0,0,1,1,0.333,0,0,15759,5746,8000,5659
59096,22000,0, 0.0532 ,662.53,9,1,50000,14.69,0, 39 ,1,0,4,0,23542, 0.4730 ,12,0,0,0,24268,1,0,0,0,35,0,,1,1,12106,48,49800,0,0,1,1,6067,26258,47.3,0,0,148,409,3,3,1,176,0,3,0,0,3,3,3,7,3,3,7,3,4,0,0,0,1,1,0,0,0,50916,24268,49800,0
23560,1000,0, 0.1399 ,34.18,1,0,30000,29.8,0, 15 ,1,0,13,0,10220, 0.5440 ,18,0,0,0,30796,0,1,0,1,22,20576,78,1,4,2570,68,18800,2,0,2,5,2566,255,97.3,0,0,131,123,12,12,0,21,0,0,0,0,5,8,5,6,4,12,14,8,13,0,0,0,1,1,1,0,0,45290,30796,9500,26490
63326,7000,0, 0.1148 ,230.77,7,0,78000,20.26,0, 16 ,1,48,14,0,5859, 0.3350 ,26,0,0,106,203655,4,3,3,4,3,69999,98,5,7,3701,76,17500,1,4,4,12,14547,5362,43.6,0,0,139,135,1,1,3,1,0,1,0,0,3,7,4,5,11,10,12,7,14,0,0,0,9,0.962,0.25,0,0,219214,75858,9500,71314
74298,15000,1, 0.1288 ,340.38,4,0,44952,23.89,0, 14 ,1,0,16,0,13364, 0.5740 ,23,0,0,0,216564,1,5,0,1,16,46707,82,1,4,4056,75,23300,0,0,1,6,14438,1037,91.5,0,0,88,109,6,6,1,6,0,1,0,0,4,6,4,6,8,10,14,6,16,0,0,0,1,1,0.75,0,0,241603,60071,12200,57054
2842,12225,0, 0.1577 ,428.41,1,0,55000,8.27,0, 10 ,0,0,5,0,3765, 0.3330 ,5,0,0,0,12184,0,1,0,1,24,8419,66,1,1,2017,51,11300,0,0,0,2,2437,3783,34.8,0,0,24,65,10,10,0,42,0,0,0,0,1,2,2,2,1,4,4,2,5,0,0,0,1,1,0,0,0,24081,12184,5800,12781
66620,18000,1, 0.1078 ,389.4,1,0,38000,30.92,0, 22 ,1,0,25,1,21053, 0.2110 ,35,0,0,0,231692,2,1,1,1,8,210639,93,6,17,4422,34,99800,1,3,4,18,9654,54824,16.7,0,0,164,212,4,4,0,4,0,4,0,0,4,11,14,18,3,23,32,11,25,0,0,0,7,1,0,0,1,229222,231692,65800,129422
28720,14000,0, 0.1199 ,464.94,3,0,104000,7.59,0, 9 ,0,0,6,0,16479, 0.7320 ,6,0,0,55,37647,0,1,1,1,12,21168,88,1,2,6124,81,22500,1,1,5,3,6275,6021,73.2,0,0,12,48,10,10,0,10,0,12,0,0,5,5,5,5,1,5,5,5,6,0,0,0,2,1,0.4,0,0,46494,37647,22500,23994
