ID,funded_amnt,term_60mon, int_rate_pct ,installment,emp_years,own_home,annual_inc,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal, revol_util_pct ,total_acc,mths_since_last_major_derog,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
9988,10500,0, 0.0849 ,331.42,4,0,60000,15.39,1, 22 ,0,19,13,1,10760, 0.6260 ,19,0,0,0,107112,2,4,0,0,38,10578,46,1,2,3415,53,17200,0,0,1,3,8926,3707,53.1,0,0,107,139,1,1,5,1,72,5,26,0,2,4,3,5,5,6,8,5,13,0,0,0,2,0.842,0,0,1,132044,21338,7900,23221
49878,20000,0, 0.1078 ,652.7,0,1,55000,36.94,0, 17 ,1,0,18,1,24365, 0.4300 ,32,0,0,0,60903,3,3,1,1,2,36538,59,2,5,6383,51,56700,1,2,2,6,3384,23691,49.5,0,0,140,145,2,2,0,2,0,2,0,0,8,10,9,10,12,15,20,10,18,0,0,0,3,1,0.111,0,1,118711,60903,46900,62011
30154,16000,0, 0.0532 ,481.84,8,0,96000,14.45,0, 30 ,1,55,23,0,21922, 0.2980 ,38,55,0,0,200216,2,5,0,0,27,39393,82,1,4,7009,50,73500,2,12,4,5,8705,35742,18,0,0,303,139,1,1,6,16,0,4,0,0,3,6,6,9,10,16,22,7,23,0,0,0,2,0.973,0.167,0,0,293017,61315,43600,48119
24518,19600,1, 0.1577 ,474.25,8,0,80000,18.99,0, 17 ,1,0,15,0,11038, 0.8110 ,26,0,0,0,341767,1,4,2,4,5,30775,70,0,2,2256,73,13200,2,1,1,8,24412,826,90.4,0,0,121,146,13,5,2,18,0,1,0,0,6,8,6,10,8,9,16,8,15,0,0,0,2,1,1,0,0,364600,41813,10100,43708
28174,31500,1, 0.1199 ,700.55,10,0,120000,10.55,0, 23 ,0,0,7,0,9374, 0.2550 ,20,0,0,0,549792,1,1,0,2,19,36026,,1,1,9374,26,36800,2,0,1,4,91632,18126,34.1,0,0,139,222,11,3,2,102,0,5,0,0,1,1,2,5,6,5,12,1,7,0,0,0,2,1,0,0,0,590498,45400,27500,48561
96736,19200,1, 0.0849 ,393.83,10,0,72000,21.22,0, 26 ,1,0,15,0,19770, 0.4950 ,28,0,0,0,442322,3,3,2,3,6,21614,84,0,0,8050,63,39900,1,4,3,4,29488,7754,61.2,0,0,111,261,44,3,5,68,0,5,0,0,4,8,4,6,5,11,18,9,15,0,0,0,3,1,0.5,0,0,467614,41384,20000,25626
16586,35000,1, 0.2050 ,937.06,8,0,120000,35.69,1, 26 ,0,3,25,0,13993, 0.3220 ,54,0,0,0,440222,2,9,2,5,3,223030,106,0,2,5063,82,43400,2,0,3,7,20010,11939,33.7,0,0,254,115,17,3,3,17,0,6,0,0,2,4,5,9,28,13,22,5,25,0,0,0,2,0.981,0,0,0,498200,240034,18000,211420
42594,5000,0, 0.0917 ,159.4,0,0,74967,33.39,0, 22 ,0,0,9,1,8770, 0.5850 ,35,0,0,0,303889,1,5,0,3,14,57395,61,0,1,7865,60,15000,3,3,2,7,33765,2135,78.6,0,0,161,206,14,3,7,14,0,1,0,0,1,2,1,8,11,3,15,2,9,0,0,0,1,1,1,1,0,342623,66165,10000,88861
97210,16800,0, 0.1199 ,557.93,0,0,50000,5.76,0, 15 ,1,37,10,1,6920, 0.4070 ,30,37,0,723,113972,4,1,0,0,54,107052,,7,7,3703,41,17000,0,1,2,7,12664,6385,48.9,0,0,120,116,3,3,0,3,0,5,0,3,3,6,3,15,6,9,24,6,10,0,0,0,7,0.9,0,0,0,102060,113972,12500,85060
18470,6000,0, 0.0791 ,187.77,10,0,49000,17.92,0, 16 ,0,0,10,0,2212, 0.0440 ,16,0,0,0,274367,2,2,0,1,23,15756,45,2,5,1600,21,50500,0,0,0,6,27437,19900,7.4,0,0,114,133,2,2,1,17,0,0,0,0,1,4,4,6,3,7,12,4,10,0,0,0,2,1,0,0,0,371400,17968,21500,34720
46098,3000,0, 0.1148 ,98.9,5,0,75000,22.82,1, 16 ,0,4,13,0,11907, 0.5640 ,25,79,0,0,237257,0,4,1,4,11,40876,79,1,7,6591,73,21100,1,0,2,11,18251,2175,77.1,0,0,131,140,10,10,2,10,29,10,29,1,3,7,3,7,9,8,13,7,13,0,0,0,2,0.88,0.333,0,0,266649,52783,9500,51464
9214,5000,0, 0.1199 ,166.05,8,0,60000,19.56,0, 11 ,0,0,13,0,15996, 0.5080 ,19,0,0,0,164988,1,1,0,0,26,8504,57,1,1,3452,53,31500,5,1,6,3,12691,4198,60.8,0,0,78,81,8,4,3,8,0,2,0,0,3,9,3,3,4,11,12,10,13,0,0,0,2,1,0.333,0,0,187500,24500,10700,15000
55818,19500,0, 0.0749 ,606.49,0,0,85000,13.74,0, 19 ,0,0,8,0,18662, 0.7070 ,20,0,0,0,42613,0,3,0,0,42,23951,54,0,0,5596,61,26400,0,1,0,0,5327,6698,73.4,0,0,172,138,49,42,0,49,0,0,0,0,4,4,4,5,12,5,8,5,8,0,0,0,0,1,0.5,0,0,70472,42613,25200,44072
22630,28000,1, 0.0849 ,574.33,1,0,75000,24.83,0, 16 ,0,29,16,0,18002, 0.7200 ,23,0,0,428,365724,0,4,1,1,10,63294,74,1,1,7762,74,25000,6,1,6,3,22858,1024,91.8,0,0,143,101,8,8,3,27,0,0,29,0,4,10,4,5,8,10,12,10,16,0,0,0,2,0.957,0.75,0,0,406511,81296,12500,85509
78158,4575,0, 0.1727 ,163.73,5,0,56000,10.03,1, 19 ,1,0,12,0,2380, 0.2700 ,17,22,0,7233,2380,1,0,0,0,28,0,0,2,11,364,27,8900,0,1,2,11,198,400,71,0,0,28,175,5,5,1,12,0,2,0,0,3,12,5,5,1,12,15,8,12,,0,1,2,1,0.333,0,0,8900,2380,1200,0
63606,7500,0, 0.1797 ,271.04,10,1,15000,37.2,0, 22 ,0,0,8,1,7933, 0.6670 ,14,0,0,0,15043,0,1,0,0,32,7110,55,1,1,2891,61,11900,0,1,1,1,2149,239,95.4,0,0,94,208,8,8,0,28,0,11,0,0,3,6,3,6,2,6,11,6,8,0,0,0,1,1,0.667,1,0,24826,15043,5200,12926
9702,5000,0, 0.0980 ,160.87,10,0,55000,10.93,0, 17 ,1,46,6,0,6846, 0.5800 ,11,51,0,60,16016,0,1,0,0,34,9170,68,1,3,4621,64,11800,0,0,2,3,2669,3447,65.5,0,0,149,119,11,11,0,11,0,6,46,0,2,4,3,4,3,5,8,4,6,0,0,0,1,0.818,0.667,0,0,25203,16016,10000,13403
50106,25000,0, 0.0749 ,777.55,0,0,132000,13.83,0, 46 ,1,0,14,0,33231, 0.4800 ,32,0,0,0,78666,1,3,3,4,1,17405,58,0,2,12966,51,69200,4,13,4,6,5619,22487,53.2,0,0,77,496,19,1,3,19,0,1,0,0,1,3,4,10,11,9,17,4,14,0,0,0,3,1,0.5,0,0,137788,50636,48100,30190
69594,20000,0, 0.0980 ,643.47,10,1,96000,19.04,0, 24 ,0,0,9,0,8516, 0.3780 ,14,0,0,0,42443,1,5,2,3,7,33927,58,1,1,3959,52,22500,0,1,0,4,4716,7520,39.8,0,0,172,237,3,3,0,3,0,0,0,0,2,3,3,6,7,4,7,3,9,0,0,0,3,1,0,0,0,81444,42443,12500,58944
38184,6000,0, 0.0699 ,185.24,10,1,48000,33.78,0, 37 ,0,32,18,0,7204, 0.2660 ,30,0,0,0,37729,0,3,2,3,8,30525,64,1,6,880,51,27100,1,10,2,9,2219,5392,17,0,0,106,392,12,8,0,13,0,11,0,0,2,10,3,3,11,15,19,10,18,0,0,0,3,1,0,0,0,74726,37729,6500,47626
59880,20000,0, 0.1148 ,659.33,5,0,60000,22.62,0, 20 ,2,0,10,0,29929, 0.6150 ,20,0,0,0,39394,1,1,0,1,17,9465,63,2,2,13008,62,48700,0,0,3,3,3939,14271,67.7,0,0,17,180,4,4,0,4,0,4,0,0,5,5,7,13,1,9,19,5,10,0,0,0,2,1,0.286,0,0,63700,39394,44200,15000
33732,15600,1, 0.1344 ,358.48,10,0,52000,15.37,0, 25 ,1,0,6,0,12329, 0.6930 ,13,0,0,0,96594,1,1,0,1,24,9480,73,1,1,4132,71,17800,1,1,2,2,16099,168,96.1,0,0,24,250,3,3,3,33,0,3,0,0,1,3,1,5,1,4,9,3,6,0,0,0,1,1,1,0,0,139800,21809,4300,13000
12030,30000,1, 0.1849 ,769.83,2,0,85000,35.93,0, 17 ,0,45,21,1,12381, 0.4990 ,49,0,0,0,195290,1,5,3,6,4,94001,91,2,4,4556,83,24800,2,0,12,10,9300,6474,63.8,0,0,116,146,9,4,2,25,0,0,0,0,6,9,8,21,14,15,33,9,21,0,0,0,5,0.977,0.375,1,0,219013,106382,17900,103894
90168,13000,1, 0.1399 ,302.42,10,0,115000,9.9,0, 19 ,0,73,9,0,16440, 0.4520 ,21,73,0,0,28645,2,2,2,5,2,12205,69,1,2,12477,53,36400,1,3,2,7,3183,17898,47,0,0,113,172,8,2,2,8,0,2,0,2,3,5,4,9,7,7,12,5,9,0,0,0,3,0.905,0.25,0,0,53990,28645,33800,17590
76170,15000,0, 0.0980 ,482.61,10,0,60000,25.56,0, 43 ,2,0,19,0,15448, 0.2550 ,53,0,0,0,95299,2,2,1,5,5,18420,85,4,5,8002,41,60500,3,2,7,10,5016,21013,41,0,0,170,456,4,4,3,11,0,1,0,0,5,6,9,19,21,16,29,6,19,0,0,0,5,1,0.222,0,0,169777,33868,35600,21777
99848,19100,1, 0.1078 ,413.19,10,0,115000,14.35,0, 21 ,0,0,8,0,18726, 0.4470 ,22,0,0,0,259591,0,2,1,2,7,51770,76,0,0,7718,56,41900,0,0,3,2,37084,23174,44.7,1,0,135,201,33,7,5,35,0,7,0,0,4,4,4,8,8,5,9,4,8,0,0,0,1,1,0,0,0,321817,70496,41900,59917
30260,9000,0, 0.0532 ,271.04,10,0,49000,21.63,0, 29 ,0,32,18,0,8775, 0.1170 ,29,0,0,0,51250,0,1,0,0,141,42475,,2,4,3402,12,75100,0,0,0,4,2847,38057,17.1,0,0,148,289,8,8,0,8,32,16,32,0,6,11,7,11,2,17,27,11,18,0,0,0,2,0.964,0,0,0,129026,51250,45900,53926
12882,31075,0, 0.0749 ,966.49,10,0,70000,17.18,0, 29 ,1,0,10,0,31640, 0.4860 ,28,0,0,0,135003,1,1,1,1,12,24347,91,1,1,17645,61,65100,1,5,1,2,15000,32706,47.8,0,0,137,296,3,3,3,31,0,3,0,0,4,5,7,12,8,8,15,5,10,0,0,0,2,1,0.333,0,0,174717,55987,62600,26717
7832,15975,0, 0.1659 ,566.3,4,0,58800,20.45,0, 21 ,1,29,11,0,9196, 0.7180 ,23,55,0,0,10916,1,1,0,2,13,1720,34,2,2,2417,61,12800,2,0,2,4,1092,1388,83.7,0,0,125,198,1,1,1,1,30,0,29,1,6,9,6,9,4,10,17,9,11,0,0,0,2,0.591,0.667,0,0,17800,10916,8500,5000
35600,8000,0, 0.1148 ,263.74,0,0,21610,31.06,0, 11 ,0,0,9,0,8898, 0.4840 ,10,0,0,0,22866,0,2,1,1,9,13968,82,1,2,1831,64,18400,0,0,3,3,2858,5553,46.1,0,0,66,72,10,9,0,10,0,9,0,0,3,6,3,4,2,7,8,6,9,0,0,0,2,1,0,0,0,35502,22866,10300,17102
72514,9075,0, 0.0532 ,273.3,10,0,40000,8.39,0, 36 ,0,0,15,0,12854, 0.1630 ,26,0,0,0,100468,0,0,0,0,89,0,,0,0,5323,16,78700,0,0,0,0,8372,39646,24.5,0,0,146,375,34,34,3,34,0,0,0,0,4,4,5,11,4,13,19,4,15,0,0,0,0,1,0,0,0,186900,12854,52500,0
33394,15225,0, 0.0849 ,480.55,3,1,40000,21.21,0, 21 ,3,0,12,1,5278, 0.3100 ,30,0,0,0,63528,3,1,0,1,24,58250,99,3,5,2867,31,17050,0,0,1,6,5294,1750,32,0,0,181,199,5,5,0,5,0,5,0,0,6,11,8,8,17,11,13,8,12,,0,0,3,1,0.167,0,0,76171,63528,10500,59121
26682,5475,0, 0.1899 ,200.67,10,0,108000,33.47,4, 21 ,2,15,11,0,3045, 0.4100 ,27,107,0,95,316524,4,4,2,3,1,118276,88,3,3,1086,41,7450,1,0,7,7,28774,1063,62,0,0,143,192,4,1,2,7,20,0,20,0,4,6,3,5,17,6,8,5,11,,0,0,6,0.78,0.75,0,0,337523,121321,4250,134612
77388,16000,0, 0.0849 ,505.01,10,0,140000,14.68,2, 20 ,0,1,19,0,28430, 0.7730 ,25,0,0,0,232670,0,4,0,1,14,23935,35,2,4,8892,50,36800,2,2,1,6,12926,7833,75,0,0,190,96,8,8,2,8,1,11,1,0,9,11,11,12,8,14,15,11,19,0,0,0,2,0.92,0.455,0,0,289636,52365,31300,67636
79160,6900,0, 0.1989 ,256.05,10,0,80000,9.57,0, 15 ,3,38,10,0,4091, 0.3590 ,16,38,0,0,4091,3,0,0,0,46,0,,7,8,1179,36,11400,0,0,3,8,409,3408,31.8,0,0,81,126,1,1,0,1,0,1,0,1,3,8,4,5,3,10,13,8,10,0,0,0,7,0.875,0.25,0,0,11400,4091,5000,0
32350,14550,1, 0.1577 ,352.06,10,0,70000,34.44,0, 43 ,0,0,13,0,138287, 0.8300 ,27,0,0,0,369766,1,0,0,0,61,0,0,1,1,24007,83,167010,0,0,2,2,30813,11762,98,0,0,172,459,5,5,5,51,0,9,0,0,5,10,10,10,6,10,18,9,12,,0,0,2,1,1,0,0,445111,63425,58810,0
53070,24000,0, 0.0917 ,765.1,2,0,210000,20.16,0, 18 ,1,0,18,0,16417, 0.6510 ,35,0,0,0,560509,4,7,2,3,4,227438,64,3,3,4423,64,25200,3,2,3,7,31139,2225,84.4,0,0,148,160,3,3,1,25,0,4,0,0,6,9,6,8,17,10,17,10,18,0,0,0,5,1,0.667,0,0,608164,243855,14300,260507
21966,8400,0, 0.0749 ,261.26,1,1,30000,29.2,0, 13 ,0,0,9,0,4008, 0.4600 ,13,0,0,0,44202,0,5,1,1,9,40194,88,1,4,2330,46,8800,0,0,1,5,4911,2200,46,0,0,100,100,7,7,0,7,0,7,0,0,4,4,6,6,7,4,6,3,9,,0,0,2,1,0.25,0,0,54564,44202,8800,45764
60928,15000,0, 0.1078 ,489.52,3,1,85000,10.14,0, 11 ,0,0,16,0,8768, 0.4470 ,21,0,0,0,32012,0,5,1,1,9,23244,88,1,2,5275,70,19600,3,0,3,3,2134,7832,52.8,0,0,75,74,7,7,0,14,0,10,0,0,3,3,7,7,10,11,11,3,16,0,0,0,2,1,0.429,0,0,45965,32012,16600,26365
80022,14000,0, 0.0532 ,421.61,4,0,120000,6.73,0, 21 ,0,0,13,0,15686, 0.1690 ,20,0,0,0,16909,0,1,0,0,27,1223,23,2,4,8082,18,58000,0,1,0,4,1409,26324,15.1,0,0,184,193,7,7,0,13,0,13,0,0,4,8,4,7,2,12,18,10,13,0,0,0,2,1,0,0,0,63281,16909,38200,5281
89160,8000,0, 0.0699 ,246.99,1,0,80000,18.92,0, 16 ,1,0,17,0,5387, 0.3620 ,25,0,0,0,314484,2,11,1,1,6,61900,84,2,4,3692,76,14900,0,0,4,5,18499,5708,39.3,0,0,140,99,5,5,2,21,0,0,0,0,1,3,2,3,16,5,7,4,17,0,0,0,3,1,0,0,0,359365,67287,9400,73810
21798,24000,0, 0.0849 ,757.51,8,0,72000,22.8,0, 23 ,0,52,16,0,20014, 0.3430 ,52,0,0,0,74809,3,4,1,2,5,54795,57,4,6,9229,38,58400,2,0,4,8,4987,15186,56.9,0,0,220,134,3,3,0,3,0,1,0,0,3,3,5,7,31,12,21,4,16,0,0,0,5,0.98,0.4,0,0,120823,74809,35200,62423
18922,2000,0, 0.0849 ,63.13,8,0,140000,6.78,0, 35 ,1,0,7,0,4110, 0.0680 ,16,0,0,0,679308,0,1,0,1,15,32185,,0,0,3050,7,60800,0,0,3,1,113218,50957,7.4,0,0,15,361,38,15,2,38,0,0,0,0,2,3,2,6,1,5,13,3,7,0,0,0,0,1,0,0,0,797960,36295,55000,40660
69956,24000,1, 0.1399 ,558.32,8,0,82193,29.92,0, 21 ,0,0,15,0,14714, 0.4820 ,34,0,0,599,90362,0,2,1,2,9,75648,80,0,1,6127,68,30500,1,0,4,3,6024,5729,68.2,0,0,196,123,23,9,0,35,0,9,0,0,5,8,7,11,16,12,18,8,15,0,0,0,1,1,0.571,0,0,143088,90362,18000,112588
38420,32400,1, 0.0980 ,685.23,10,0,106284,24.11,0, 31 ,2,0,33,0,90930, 0.5280 ,38,0,0,0,335236,2,2,1,2,5,22505,103,2,3,7225,59,172100,1,0,2,5,10159,59340,43.2,0,0,109,314,1,1,2,104,0,1,0,0,15,23,19,23,3,28,32,23,33,0,0,0,3,1,0.053,0,0,468631,116208,104500,21758
34144,13875,1, 0.1199 ,308.58,10,0,32500,23.53,0, 19 ,0,0,7,0,10580, 0.8140 ,15,0,0,0,121944,1,1,0,0,31,11431,61,1,3,5987,70,13000,0,0,0,3,17421,2076,83.4,0,0,135,177,1,1,1,15,0,15,0,0,4,5,4,5,2,5,12,5,7,0,0,0,1,1,0.75,0,0,138817,22011,12500,18606
28000,15000,0, 0.0699 ,463.09,2,0,93000,14.86,0, 27 ,1,0,8,0,14914, 0.4320 ,17,0,0,0,306430,1,2,1,1,2,50591,41,1,1,4286,43,34500,3,0,6,3,38304,12608,42.7,0,0,266,208,8,2,1,8,0,2,0,0,4,5,4,4,9,5,7,5,8,0,0,0,2,1,0,0,0,340542,65505,22000,58692
56564,18000,0, 0.0649 ,551.61,10,0,76000,14.4,1, 26 ,0,1,20,0,19182, 0.2690 ,41,43,1,0,318868,0,1,0,1,17,25810,85,1,3,4374,44,71200,0,1,0,4,15943,43838,27.7,0,687,167,160,9,9,4,14,0,17,0,0,8,9,12,21,7,16,30,9,19,0,1,0,1,1,0,0,0,413594,44992,60600,30444
20964,10000,0, 0.0699 ,308.73,5,0,220000,4.76,0, 17 ,1,0,8,1,6666, 0.4760 ,14,0,0,0,23438,0,1,0,1,20,16772,58,1,3,1868,54,14000,1,0,1,4,3348,362,90.9,0,0,145,124,7,7,2,29,0,4,0,0,2,3,2,4,3,5,7,3,8,0,0,0,1,1,1,1,0,43158,23438,4000,28752
86348,22400,1, 0.0980 ,473.74,10,0,48000,28.48,0, 16 ,0,0,9,0,24298, 0.5570 ,18,0,0,0,35168,0,2,0,0,56,10870,32,1,2,7041,45,43600,0,2,0,2,3908,19302,55.7,0,0,99,134,8,8,2,8,0,23,0,0,6,6,7,11,3,7,13,6,9,0,0,0,1,1,0.571,0,0,77566,35168,43600,33966
13438,12000,0, 0.0699 ,370.48,10,0,50000,20.12,0, 19 ,0,0,13,0,12242, 0.2890 ,21,0,0,0,135859,0,2,0,1,24,1713,9,1,1,7856,22,42400,0,0,0,2,13586,24550,31.8,0,0,127,179,11,11,1,52,0,0,0,0,2,4,4,9,3,10,17,4,13,0,0,0,1,1,0,0,0,199861,13955,36000,19761
56288,15000,1, 0.1659 ,369.49,10,0,35300,36.52,1, 36 ,0,2,9,0,20681, 0.4700 ,21,0,0,0,37590,0,1,0,1,13,16909,82,0,1,9460,58,44000,2,6,0,2,4177,1997,84.3,0,0,150,377,22,13,0,100,0,13,2,0,2,6,2,2,7,8,14,6,9,0,0,0,0,0.952,1,0,0,64511,37590,12700,20511
61916,10500,0, 0.0849 ,331.42,10,0,168400,27.58,0, 21 ,0,48,18,0,43536, 0.6150 ,36,48,0,0,139884,2,6,0,1,19,75987,42,2,3,24698,50,70800,0,4,0,4,7771,9950,76.2,0,0,126,193,2,2,5,2,0,0,0,1,4,8,5,8,13,11,18,8,18,0,0,0,2,0.972,0.4,0,0,236340,119523,41800,141540
45940,15000,1, 0.1659 ,369.49,1,0,55000,10.17,0, 18 ,1,29,13,0,9419, 0.5440 ,22,44,0,0,22026,1,2,0,0,53,12607,126,1,2,1505,81,17300,0,0,1,2,1694,457,89.4,0,0,159,117,2,2,0,24,0,4,0,1,4,10,4,4,8,11,14,11,13,0,0,0,1,0.909,0.75,0,0,27275,22026,4300,9975
97610,35000,1, 0.1078 ,757.16,10,0,140000,16.46,0, 21 ,0,0,9,0,26981, 0.4400 ,30,0,0,0,474040,0,3,0,2,16,47809,60,0,0,14334,44,61400,0,0,0,2,52671,15350,44,0,0,129,203,98,16,8,98,0,16,0,0,4,4,11,11,8,4,14,4,9,,0,0,0,1,0.5,0,0,566628,82886,61400,79670
3388,28000,1, 0.2050 ,749.65,10,0,84000,37.26,0, 21 ,1,0,22,0,71192, 0.4850 ,52,0,0,0,114340,2,2,0,1,14,43148,81,3,4,13754,55,146800,2,14,1,5,5717,39059,31,0,0,137,194,1,1,0,8,0,1,0,0,5,9,9,16,17,19,34,9,22,0,0,0,3,1,0.222,0,0,209989,114340,56600,53500
15022,10000,0, 0.1148 ,329.67,10,0,72000,26.9,0, 21 ,0,36,13,0,16758, 0.6140 ,26,55,0,0,420706,1,3,0,2,16,41822,78,2,4,5082,73,27300,0,0,0,6,32362,163,98.5,0,0,125,200,0,0,3,17,55,23,36,5,3,8,3,8,6,9,17,8,13,0,0,0,2,0.731,1,0,0,454144,58580,10700,53344
93572,15125,1, 0.1849 ,388.12,10,0,61000,25.38,0, 8 ,0,0,16,0,19934, 0.4700 ,18,0,0,0,138317,1,1,1,1,12,31921,86,5,11,3527,47,42800,0,0,4,13,9221,3867,64,0,0,44,34,3,3,1,15,0,7,0,0,3,13,3,3,3,13,14,12,15,,0,0,6,1,0.333,0,0,168163,51855,11600,37070
77904,10000,0, 0.1078 ,326.35,10,0,125000,19.92,1, 22 ,0,1,19,0,13001, 0.2400 ,38,0,0,0,382609,3,4,4,5,3,103519,92,1,3,6609,62,54100,1,3,2,8,20137,19968,36.6,0,0,210,184,5,3,4,5,0,3,1,0,3,7,5,6,10,13,24,7,19,0,0,0,5,0.974,0.2,0,0,459291,116520,31500,109873
81350,14000,0, 0.1344 ,474.69,1,0,40000,37.39,0, 29 ,1,41,14,0,16328, 0.6380 ,20,0,0,1912,31789,1,3,1,2,4,12940,40,0,4,4055,49,31200,0,1,1,6,2445,6453,66,0,0,227,291,14,4,2,19,0,4,45,0,4,7,5,6,4,10,13,7,14,0,0,0,1,0.944,0.8,0,0,70490,31789,19000,32544
27768,15000,0, 0.0532 ,451.73,3,1,81000,16.95,0, 35 ,0,0,14,0,37068, 0.0940 ,26,0,0,0,64382,0,1,0,0,31,27314,,1,4,7479,9,208500,0,3,1,4,4952,124059,8.1,0,0,91,362,11,11,1,11,0,11,0,0,6,8,11,17,3,13,22,8,14,0,0,0,1,1,0,0,0,250286,64382,137500,41786
57384,21000,1, 0.1849 ,538.88,10,0,95000,34.84,1, 19 ,0,10,19,0,24770, 0.5720 ,39,10,0,0,364710,1,10,2,6,0,96085,85,1,5,7255,77,43300,8,3,9,13,19195,5765,78.9,1,0,174,45,7,0,2,7,0,0,0,1,5,7,5,6,28,8,9,7,19,0,0,1,3,0.821,0.6,0,0,405225,120855,27300,113501
70210,10000,1, 0.1344 ,229.79,10,0,140000,9.99,0, 15 ,1,0,12,1,9190, 0.4270 ,24,0,0,638,298210,2,2,1,2,5,289020,96,1,6,3059,63,21500,1,0,1,8,24851,9598,41.8,0,0,119,129,6,5,1,13,0,6,0,0,5,7,7,9,9,9,14,7,12,0,0,0,2,1,0.286,1,0,261697,298210,16500,240197
78532,5000,0, 0.0532 ,150.58,8,0,130000,10.44,0, 22 ,1,73,9,0,16709, 0.2510 ,27,74,0,0,686601,3,1,0,3,19,42265,,2,2,5700,25,66600,2,4,3,6,76289,42520,19.3,0,0,205,163,3,3,4,116,0,3,0,0,4,6,4,4,14,7,9,6,9,0,0,0,3,0.926,0,0,0,748546,58974,52700,51585
18328,6000,0, 0.0532 ,180.69,10,0,43000,20.37,0, 13 ,0,34,8,0,4929, 0.2450 ,11,34,0,219,27746,0,1,0,1,15,22817,84,0,4,1361,59,20100,1,0,1,5,3468,7477,28.8,0,0,58,105,16,15,0,22,34,4,34,1,4,5,5,6,2,7,9,5,8,0,0,0,0,0.909,0,0,0,47281,27746,10500,27181
50418,20000,1, 0.1659 ,492.66,10,0,135000,26.92,0, 24 ,4,81,18,0,49831, 0.7800 ,30,0,0,0,148848,1,5,2,3,5,48624,63,1,1,18528,70,63900,1,4,5,4,8269,11291,81.5,0,0,239,119,12,5,1,25,0,0,0,0,7,8,9,13,11,12,18,8,18,0,0,0,3,1,0.444,0,0,253826,98455,61100,76787
68544,5000,0, 0.1078 ,163.18,10,1,75000,16.7,0, 24 ,0,0,13,0,22869, 0.6050 ,53,0,0,0,56423,2,3,1,5,6,11833,74,1,3,7862,65,37800,0,1,0,8,4340,1557,90.3,0,0,131,228,6,6,1,38,0,13,0,0,3,6,3,10,24,9,28,6,13,0,0,0,2,1,1,0,0,113838,34702,16100,15913
83172,28500,1, 0.1899 ,739.15,0,0,70000,29.37,0, 19 ,0,0,16,0,21710, 0.7700 ,29,0,0,91,51516,0,10,2,2,9,29806,61,0,4,6712,67,28200,0,1,1,6,3220,2404,81.8,0,0,171,79,18,9,0,33,0,9,0,0,3,6,3,5,20,6,9,6,16,0,0,0,2,1,0.667,0,0,77351,51516,13200,49151
34436,6000,0, 0.0532 ,180.69,5,0,72000,17.08,1, 35 ,1,18,11,0,23785, 0.8780 ,22,0,0,0,149763,0,1,1,2,8,7489,83,0,0,9510,86,27100,1,3,1,2,14976,749,96.8,0,0,98,368,30,8,5,32,39,0,39,0,3,5,3,4,6,7,10,5,11,0,0,0,1,0.81,1,0,0,169626,33364,23100,9000
55322,4700,0, 0.1344 ,159.36,3,0,22000,17.64,0, 13 ,0,0,12,0,4192, 0.2670 ,19,0,0,0,16145,6,5,0,1,14,11744,76,6,6,1040,52,15700,0,0,2,9,1345,10486,23.5,0,0,102,88,2,2,0,2,0,12,0,0,5,6,5,6,7,6,10,6,12,0,0,0,8,1,0,0,0,31333,16145,13700,15424
24170,25200,1, 0.1344 ,579.07,2,0,78000,20.46,0, 25 ,0,54,7,0,14762, 0.6340 ,17,61,0,0,327255,0,4,1,1,10,40744,65,0,1,6294,65,23300,0,6,0,2,46751,906,87.4,0,0,146,246,14,10,2,14,0,0,54,0,1,2,1,3,9,2,6,2,7,0,0,0,1,0.875,1,0,0,387367,55506,7200,62467
75506,16800,0, 0.0849 ,530.26,8,0,85400,17.27,0, 26 ,0,73,10,0,10223, 0.4350 ,21,73,0,0,195318,1,2,2,2,10,27595,75,0,2,3433,63,23500,0,0,2,5,21702,7957,42.3,0,0,142,113,17,4,2,30,0,5,0,1,3,4,4,4,10,6,7,4,10,0,0,0,3,0.952,0.25,0,0,219016,37818,13800,36766
